,product_name,prices,processor brand,processor name,ram,graphic card,operating system
95,"RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹48,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
96,"ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ436T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","₹63,940",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
97,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB372WS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.6 kg, With MS Office)","₹41,890",Intel,Core i3,8 GB,Intel Integrated Intel UHD Graphics,Windows 11 Home
98,"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)","₹65,940",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
99,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
100,"acer Nitro 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-44/ AN515-44-R9QA / AN515-44-R8VS Gaming Laptop  (15.6 inch, Obsidian Black, 2.3 kg)","₹60,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
101,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹42,115",AMD,Ryzen 3 Quad Core,8 GB,AMD Radeon AMD,Windows 11 Home
102,"HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce 1650Ti/144 Hz) 15-EC1512AX Gaming Laptop  (15.6 inch, Shadow Black, 2.19 kg, With MS Office)","₹75,940",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce 1650Ti,Windows 10 Home
103,"ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN086T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 Kg)","₹76,940",AMD,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
104,"Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) IdeaPad Gaming 3 15IMH05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 KG)","₹70,940",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
105,"ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)","₹62,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 11 Home
106,"acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)","₹38,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
107,"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)","₹54,940",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
108,"APPLE MacBook Pro M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z11B0008W  (13.3 inch, Space Grey, 1.4 kg)","₹1,54,990",Apple,M1,16 GB,NA,Mac OS Big Sur
109,"ASUS ROG Strix Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) G513IC-HN025T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)","₹84,440",AMD,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
110,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1001TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹66,988",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 11 Home
111,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Black, 1.58 kg, With MS Office)","₹40,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
112,"HP Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-DU1516TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.74 kg, With MS Office)","₹43,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
113,"acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)","₹53,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon 5500U,Windows 10 Home
114,"HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop  (14 Inch, Jet Black, 1.46 kg, With MS Office)","₹32,490",Intel,Celeron Dual Core,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
115,"ASUS TUF Dash F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX516PM-HN156TS Gaming Laptop  (15.6 inch, Moonlight White, 2 KG, With MS Office)","₹86,440",Intel,Core i5,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
116,"ASUS VivoBook K15 OLED (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L302TS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)","₹46,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
117,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","₹44,490",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
118,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)","₹44,490",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
119,"ASUS VivoBook K15 OLED Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L513WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)","₹60,990",AMD,Ryzen 5 Hexa Core,16 GB,AMD Radeon Radeon Graphics,Windows 11 Home
120,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.5 Kgs, With MS Office)","₹71,840",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
121,"MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) Katana GF66 11UC-628IN Gaming Laptop  (15.6 inches, Black, 2.25 kg)","₹92,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
122,"HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹53,940",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
123,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
124,"ASUS VivoBook Pro 14 OLED (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) K3400PA-KM502WS Gaming Laptop  (14 inch, Cool Silver, 1.40 kg, With MS Office)","₹65,990",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 11 Home
125,"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) GA401QH-HZ080TS Thin and Light Laptop  (14 inch, Moonlight White, 1.60 Kg, With MS Office)","₹79,990",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
126,"ASUS ASUS TUF Gaming F17 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX706HC-HX059T Gaming Laptop  (17.3 inches, Graphite Black, 2.60 kg)","₹72,940",Intel,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
127,"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 kg)","₹1,19,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
128,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/144 Hz) FX506LI-HN271TS Gaming Laptop  (15.6 Inch, Black Plastic, 2.3 KG, With MS Office)","₹65,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home
129,"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and Light Laptop  (15.6 inch, Pure Silver, 1.65 kg, With MS Office)","₹53,990",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
130,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Black, 1.58 kg, With MS Office)","₹40,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10 Home
131,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 Inch, Charcoal Gray, 1.8 kg, With MS Office)","₹42,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10
132,"acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) AN515-45/ AN515-45-R2GL Gaming Laptop  (15.6 inch, Black, 2.4 kg)","₹1,00,940",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
133,"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GA401IHR-K2066TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg)","₹78,990",AMD,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
134,"MSI GF63 Thin Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1617IN / GF63 Thin 10SC-610IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹64,940",Intel,Core i7,8 GB,NVIDIA GeForce GTX 1650 Max Q,Windows 10 Home
135,"MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/144 Hz) Bravo 15 B5DD-043IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)","₹63,940",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon RX5500M,Windows 10 Home
136,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","₹60,990",Intel,Core i5,8 GB,Intel Integrated Intel Iris Xe Graphics,Windows 11 Home
137,"APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3  (13.3 inch, Gold, 1.29 kg)","₹1,06,999",Apple,M1,8 GB,NA,Mac OS Big Sur
138,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,04,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
139,"ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-L503TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹57,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 10 Home
140,"Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office)","₹1,06,940",AMD,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
141,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGT3HN/A  (14.2 inch, Silver, 1.6 kg)","₹2,27,990",Apple,M1 Pro,16 GB,NA,Mac OS Monterey
142,"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050ti/165 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 kg)","₹1,05,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050ti,Windows 10 Home
143,"MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) Pulse GL66 11UEK-248IN Gaming Laptop  (15.6 inches, Grey, 2.25 kg)","₹1,14,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
144,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,04,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
145,"ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) T3300KA-LQ111WS 2 in 1 Laptop  (13.3 Inch, Black, 0.78 kg, With MS Office)","₹62,940",Intel,Pentium Quad Core,8 GB,Intel Integrated UHD,Windows 11 Home
146,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3564TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","₹43,890",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
147,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
148,"ASUS ASUS TUF Gaming Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX506HCB-HN225T Gaming Laptop  (15.6 inch, Graphite Black, 2.30 kg)","₹98,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
149,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹42,997",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
150,"APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD  (13.3 inch, Silver, 1.29 Kg)","₹1,09,990",Apple,M1,16 GB,NA,Mac OS Big Sur
151,"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Laptop  (14 Inch, Transparent Silver, 1.50 kg, With MS Office)","₹51,940",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 11 Home
152,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop  (14 inches, Platinum Silver, 1.5 kg, With MS Office)","₹70,490",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 10
153,"ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/12 GB Graphics/AMD Radeon RX 6800M) G513QY-HQ008TS Gaming Laptop  (15.6 inch, Original Black, 2.50 kg, With MS Office)","₹1,54,940",AMD,Ryzen 9 Octa Core,16 GB,AMD Radeon RX 6800M,Windows 10 Home
154,"Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158IN Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 kg, With MS Office)","₹40,990",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10 Home
155,"HP Pavilion x360 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1010TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹84,588",Intel,Core i5,16 GB,Intel Integrated Iris Xe,Windows 11 Home
156,"ASUS Vivobook Pro 14 OLED (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX GTX 1650/90 Hz) K3400PH-KM029TS Gaming Laptop  (14 Inch, Quiet Blue, 1.40 kg, With MS Office)","₹70,940",Intel,Core i5,16 GB,NVIDIA GeForce RTX GTX 1650,Windows 10 Home
157,"Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 kg)","₹69,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
158,"Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05 UA 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","₹52,940",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
159,"DELL Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)","₹39,390",AMD,Ryzen 3 Dual Core,8 GB,AMD Radeon AMD,Windows 10
160,"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 15-eh1103AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","₹67,500",AMD,Ryzen 5 Hexa Core,16 GB,AMD Radeon AMD,Windows 10 Home
161,"ASUS VivoBook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB503TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.40 kg, With MS Office)","₹58,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
162,"MSI GF63 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 10UC-606IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)","₹81,940",Intel,Core i7,16 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
163,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A  (16.2 inch, Silver, 2.1 kg)","₹2,46,990",Apple,M1 Pro,16 GB,NA,Mac OS Monterey
164,"ASUS VivoBook Flip 14 (2021) Touch Panel Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) TM420UA-EC501TS 2 in 1 Laptop  (14 inch, Bespoke Black, 1.50 kg, With MS Office)","₹61,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home
165,"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.58 kg, With MS Office)","₹43,126",Intel,Core i3,4 GB,Intel Integrated UHD,Windows 10
166,"ASUS ASUS TUF Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX706HCB-HX162T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","₹71,940",Intel,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 10 Home
167,"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg)","₹65,990",Intel,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home
168,"ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TSM515D Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹33,699",AMD,Ryzen 3 Dual Core,4 GB,AMD Radeon AMD Readon,Windows 10 Home
169,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-dq2606tu Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg, With MS Office)","₹44,990",Intel,Core i3,8 GB,Intel Integrated UHD Graphics,Windows 10 Home
170,"HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop  (14 inch, Ash Gray, 1.47 kg)","₹40,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 10
171,"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)","₹55,999",Intel,Core i5,8 GB,Intel Integrated Iris Xe Graphics,Windows 11 Home
172,"ASUS ROG Strix SCAR 15 (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3080/300 Hz) G533QS-HF210TS Gaming Laptop  (15.6 Inch, Black, 2.3 KG, With MS Office)","₹1,93,940",AMD,Ryzen 9 Octa Core,16 GB,NVIDIA GeForce RTX 3080,Windows 10 Home
173,"ASUS Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X712EA-AU511TS Thin and Light Laptop  (17.3 Inch, Transparent Silver, 2.30 KG, With MS Office)","₹58,990",Intel,Core i5,16 GB,Intel Integrated Intel Iris Xe Graphics,Windows 10 Home
174,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15 ITL 05 Thin and Light Laptop  (15.6 inch, Graphite Grey, 1.66 Kg, With MS Office)","₹67,990",Intel,Core i5,8 GB,NVIDIA GeForce MX450,Windows 10 Home
175,"DELL Vostro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)","₹69,490",Intel,Core i5,16 GB,NVIDIA GeForce MX330,Windows 11 Home
176,"HP HP Pavilion Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650Ti/144 Hz) 15-ec1025AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)","₹62,940",AMD,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650Ti,Windows 10 Home
177,"ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571GT-BN913TS Gaming Laptop  (15.6 inch, Star Black, 2.14 Kg, With MS Office)","₹54,940",Intel,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home
178,"HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) EQ2144AU Laptop  (15.6 inch, Natural Silver, With MS Office)","₹48,990",AMD,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD Radeon™ Graphics,Windows 11 Home
179,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)","₹57,998",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home
180,"lenovo Ideapad Flex 5 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) 5 14ITL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","₹72,940",Intel,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home
181,"acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) PH315-53 Gaming Laptop  (15.6 inch, Black, 2.3 kg)","₹1,09,940",Intel,Octa Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 10 Home
182,"ASUS VivoBook Ultra 14 (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB321WS Thin and Light Laptop  (14 inch, Cobalt Blue, 1.40 kg, With MS Office)","₹44,990",Intel,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home
183,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)","₹63,990",Intel,Core i5,8 GB,NA Intel Iris Xe Graphics,Windows 11 Home
